Name,Type,Constellation,Magnitude,RAHour,RAMinute,DecSign,DecDeg,DecMinute
UGC 5190,Galaxy,Leo,11.8,9,43.2,+,31,56
MCG 1-25-21,Galaxy,Sex,13,9,41.8,-,8,37
MCG 5-23-30,Galaxy,Leo,14,9,43.5,+,31,59
UGC 5197,Galaxy,LMi,15,9,43.7,+,36,10
NGC 2999,Open Cluster,Vel,9.9,9,40.3,-,50,20
MCG 0-25-8,Galaxy,Sex,10.8,9,42.6,-,3,42
UGC 5221,Galaxy,UMa,10.2,9,47.3,+,67,55
UGC 5175,Galaxy,Dra,13,9,43.8,+,74,52
MCG 1-25-29,Galaxy,Sex,14,9,43.3,-,9,45
NGC 3050,Galaxy,Sex,14,9,43.1,-,10,23
MCG 1-25-28,Galaxy,Sex,13,9,43.2,-,9,37
UGC 5208,Galaxy,Leo,15,9,45,+,31,6
ESO 566-3,Galaxy,Hya,11.7,9,43.7,-,20,29
IC 556,Galaxy,Leo,14,9,43.6,+,11,4
UGC 5253,Galaxy,UMa,10.5,9,50.4,+,72,17
ESO 566-5,Galaxy,Hya,10.9,9,44.3,-,21,17
UGC 5220,Galaxy,Sex,14,9,45.6,+,4,56
UGC 5233,Galaxy,Leo,14,9,46.8,+,22,1
ESO 566-9,Galaxy,Hya,13,9,45.4,-,18,23
UGC 5229,Galaxy,Sex,12.8,9,46.3,+,5,43
UGC 5233,Galaxy,Leo,14,9,46.8,+,22,1
MCG 2-25-14,Galaxy,Hya,11.9,9,45.7,-,14,20
MCG 2-25-15,Galaxy,Hya,12.6,9,45.8,-,14,22
UGC 5239,Galaxy,Leo,14,9,47.2,+,22,6
ESO 566-12,Galaxy,Hya,14,9,46.5,-,21,36
ESO 434-35,Galaxy,Ant,11,9,45.6,-,31,11
UGC 5250,Galaxy,UMa,13,9,48.7,+,44,5
ESO 434-38,Galaxy,Ant,13,9,46.3,-,30,26
UGC 5251,Galaxy,LMi,11.7,9,48.6,+,33,25
MCG 7-20-55,Galaxy,UMa,15,9,49.3,+,44,1
MCG 1-25-38,Galaxy,Sex,15,9,47.6,-,6,26
MCG 7-20-59,Galaxy,UMa,15,9,49.6,+,44,5
UGC 5264,Galaxy,UMa,14,9,50.2,+,44,18
UGC 5273,Galaxy,UMa,14,9,50.6,+,44,20
UGC 5259,Galaxy,Leo,14,9,49.7,+,32,13
UGC 5262,Galaxy,LMi,15,9,49.8,+,34,42
MCG 6-22-18,Galaxy,LMi,15,9,50.1,+,33,34
MCG 1-25-43,Galaxy,Sex,14,9,49.2,-,4,44
UGC 5261,Galaxy,Sex,14,9,49.4,+,1,8
UGC 5266,Galaxy,Leo,13,9,49.7,+,12,42
MCG 0-25-19,Galaxy,Sex,14,9,49.1,-,2,50
UGC 5265,Galaxy,Sex,14,9,49.7,+,0,37
MCG 2-25-44,Galaxy,Leo,15,9,50,+,12,44
UGC 5271,Galaxy,Leo,13,9,50.1,+,12,49
UGC 5280,Galaxy,LMi,13,9,51,+,33,33
MCG 1-25-46,Galaxy,Sex,14,9,49.8,-,5,9
UGC 5269,Galaxy,Sex,13,9,49.9,+,0,37
UGC 5275,Galaxy,Leo,14,9,50.5,+,12,46
ESO 566-15,Galaxy,Hya,15,9,49.5,-,21,45
UGC 5279,Galaxy,Leo,13,9,50.9,+,28,33
UGC 5316,Galaxy,UMa,12,9,55.7,+,72,12
MCG 2-25-21,Galaxy,Hya,15,9,50.2,-,12,14
M 81,Galaxy,UMa,6.9,9,55.6,+,69,4
UGC 5292,Galaxy,Leo,11.9,9,52.1,+,29,14
OCL 796,Open Cluster,Vel,8.8,9,48.8,-,56,25
M 82,Galaxy,UMa,8.4,9,55.8,+,69,41
MCG 1-25-52,Galaxy,Sex,13,9,51.8,-,6,49
ESO 499-10,Galaxy,Hya,14,9,51.4,-,27,2
ESO 374-2,Galaxy,Ant,13,9,51.3,-,32,45
UGC 5297,Galaxy,Sex,14,9,52.5,+,2,9
UGC 5303,Galaxy,Leo,11.5,9,53.1,+,16,41
UGC 5307,Galaxy,Sex,14,9,53.4,+,0,42
UGC 5327,Galaxy,UMa,14,9,56.2,+,59,18
UGC 5311,Galaxy,Sex,12,9,53.7,+,1,35
ESO 566-22,Galaxy,Hya,14,9,53.2,-,18,39
UGC 5323,Galaxy,Sex,14,9,54.6,-,1,18
ZWG 92. 71,Galaxy,Leo,15,9,55,+,16,28
UGC 5325,Galaxy,Leo,13,9,54.8,+,9,16
ESO 499-16,Galaxy,Ant,14,9,53.8,-,27,17
ESO 566-26,Galaxy,Hya,13,9,54.5,-,18,38
UGC 5329,Galaxy,Leo,13,9,55.6,+,16,26
ESO 499-18,Galaxy,Hya,12,9,54.5,-,25,42
UGC 5328,Galaxy,Sex,12.1,9,55.3,+,4,16
ESO 435-7,Galaxy,Ant,13,9,54.5,-,28,18
UGC 5404,Galaxy,Dra,14,10,5.6,+,80,17
IC 573,Galaxy,Hya,15,9,53.5,-,12,30
ESO 37-7,Galaxy,Car,12,9,50.2,-,73,55
UGC 5338,Galaxy,Leo,14,9,56.4,+,16,51
UGC 5319,Galaxy,Dra,14,9,56.2,+,75,52
ZWG 8. 2,Galaxy,Sex,15,9,56.6,+,1,26
MCG 1-26-1,Galaxy,Sex,14,9,55.6,-,6,22
UGC 5375,Galaxy,UMa,12,10,1.9,+,72,10
UGC 5379,Galaxy,UMa,12.9,10,2.2,+,72,7
UGC 5351,Galaxy,Leo,11.7,9,58.4,+,32,22
NGC 3068A,Galaxy,Leo,15,9,58.5,+,28,53
IC 580,Galaxy,Leo,15,9,57.9,+,10,27
UGC 5350,Galaxy,Leo,13,9,58,+,10,22
ZWG 153. 8,Galaxy,Leo,15,9,58.9,+,31,37
ESO 566-33,Galaxy,Hya,13,9,57.6,-,19,21
UGC 5374,Galaxy,UMa,13,10,0.9,+,55,37
UGC 5366,Galaxy,LMi,15,9,59.7,+,35,24
UGC 5360,Galaxy,Leo,14,9,59,+,14,25
ESO 566-34,Galaxy,Hya,14,9,57.7,-,18,11
UGC 5398,Galaxy,UMa,9.9,10,3.3,+,68,44
ESO 499-27,Galaxy,Hya,11.1,9,58.4,-,26,56
UGC 5387,Galaxy,UMa,10.6,10,2,+,55,41
UGC 5372,Galaxy,Leo,14,9,59.9,+,13,3
IC 2529;H III 596,Galaxy,Hya,12,9,59.5,-,22,50
ESO 435-18,Galaxy,Ant,14,9,58.9,-,30,20
MCG 0-26-2,Galaxy,Sex,14,9,59.9,-,2,52
IC 2528,Galaxy,Ant,14,9,59,-,27,8
ESO 566-38,Galaxy,Hya,14,9,59.6,-,19,29
MCG 0-26-3,Galaxy,Sex,14,10,0.2,-,2,58
ESO 374-15,Galaxy,Ant,13,9,59.2,-,34,13
ESO 435-24,Galaxy,Ant,13,9,59.6,-,28,20
MCG 0-26-5,Galaxy,Sex,14,10,0.6,-,2,57
ESO 566-41,Galaxy,Hya,13,10,0.2,-,19,38
MCG 0-26-8,Galaxy,Sex,14,10,0.9,-,3,0
MCG 0-26-7,Galaxy,Sex,15,10,1,-,2,57
UGC 5390,Galaxy,Leo,13,10,1.5,+,15,47
ESO 435-26,Galaxy,Ant,13,10,0.1,-,31,33
ESO 566-42,Galaxy,Hya,15,10,0.7,-,19,39
UGC 5397,Galaxy,Leo,12,10,2.3,+,24,43
NGC 3103,Galaxy,Ant,13,10,0.7,-,31,40
MCG 0-26-11,Galaxy,Sex,15,10,1.7,-,2,59
UGC 5418,Galaxy,UMa,14,10,4.6,+,60,7
UGC 5414,Galaxy,LMi,13,10,3.9,+,40,45
OCL 798,Open Cluster,Vel,9.7,10,0.8,-,54,46
UGC 5419,Galaxy,LMi,14,10,3.9,+,31,11
UGC 5425,Galaxy,Leo,13,10,3.3,+,13,38
ESO 435-32,Galaxy,Ant,13,10,2.6,-,31,41
ESO 499-36,Galaxy,Hya,10,10,3.1,-,26,9
NGC 3122,Galaxy,Sex,13,10,4.1,-,6,28
UGC 5441,Galaxy,UMa,14,10,6.2,+,47,16
ESO 435-35,Galaxy,Ant,14,10,4.4,-,28,27
OCL 802,Open Cluster,Car,4.2,10,2.7,-,60,7
MCG 1-26-18,Galaxy,Sex,9.2,10,5.2,-,7,43
MCG 5-24-12,Galaxy,LMi,15,10,6.6,+,31,6
UGC 5445,Galaxy,Sex,14,10,6.2,+,2,54
UGC 5452,Galaxy,LMi,14,10,7.3,+,33,2
NGC 3121,Galaxy,Leo,15,10,6.6,+,14,19
NGC 3119,Galaxy,Leo,14,10,6.8,+,14,23
ESO 567-17,Galaxy,Hya,12,10,6.7,-,19,13
ESO 435-41,Galaxy,Ant,13,10,6.6,-,29,56
UGC 5466,Galaxy,LMi,13,10,8.2,+,31,52
MCG 3-26-22,Galaxy,Hya,14,10,6.3,-,16,7
MCG 3-26-20,Galaxy,Hya,14,10,5.9,-,16,7
UGC 5468,Galaxy,Leo,14,10,8.2,+,9,59
UGC 5471,Galaxy,Leo,14,10,8.7,+,18,15
PK 272+12.1,Planetary Nebula,Vel,8,10,7,-,40,26
UGC 5486,Galaxy,UMa,14,10,10.9,+,45,58
ESO 92-8,Galaxy,Car,11,10,5.8,-,67,23
MCG 2-26-32,Galaxy,Hya,15,10,9.1,-,11,58
MCG 2-26-34,Galaxy,Hya,15,10,10.1,-,11,47
MCG 3-26-28,Galaxy,Hya,14,10,9.5,-,16,37
MCG 1-26-28,Galaxy,Sex,14,10,10.1,-,8,29
MCG 2-26-33,Galaxy,Hya,14,10,10.1,-,12,35
NGC 3174,Galaxy,Dra,14,10,15.5,+,74,13
MCG 2-26-36,Galaxy,Hya,12,10,10.2,-,12,26
ESO 567-23,Galaxy,Hya,13,10,11.2,-,20,52
UGC 5532,Galaxy,Dra,10.7,10,16.9,+,73,24
MCG 7-21-17,Galaxy,LMi,15,10,13.4,+,38,41
MCG 7-21-18,Galaxy,LMi,15,10,13.5,+,38,37
UGC 5505,Galaxy,Leo,13,10,12.9,+,12,40
UGC 5507,Galaxy,Leo,14,10,13.1,+,17,3
NGC 3194,Galaxy,Dra,14,10,17.6,+,74,21
UGC 5503,Galaxy,Sex,13,10,12.7,+,3,8
UGC 5511,Galaxy,LMi,11.8,10,13.8,+,38,46
MCG 7-21-21,Galaxy,LMi,13.4,10,13.9,+,38,39
UGC 5513,Galaxy,LMi,15,10,13.9,+,38,52
NGC 3575,Galaxy,Leo,11.6,10,13.5,+,22,44
UGC 5517,Galaxy,LMi,13.1,10,14.1,+,38,39
UGC 5527,Galaxy,UMa,14,10,15.2,+,56,41
UGC 5512,Galaxy,Sex,15,10,13.5,+,3,23
UGC 5516,Galaxy,Sex,10.6,10,13.8,+,3,26
UGC 5536,Galaxy,UMa,14,10,16.4,+,60,14
UGC 5525,Galaxy,Sex,10.5,10,14.2,+,3,28
ZWG 370.002,Galaxy,UMi,13.6,11,50,+,89,7
ESO 500-16,Galaxy,Ant,14,10,14.5,-,27,41
ESO 436-3,Galaxy,Ant,11.3,10,14.7,-,28,52
UGC 5544,Galaxy,Leo,12.3,10,16.6,+,21,7
MCG 3-26-34,Galaxy,Hya,13,10,16.1,-,15,47
UGC 5555,Galaxy,UMa,14,10,18,+,41,6
UGC 5568,Galaxy,UMa,13,10,19.5,+,58,12
NGC 3218,Galaxy,Dra,13,10,21.8,+,74,10
UGC 5557,Galaxy,UMa,9.8,10,18.3,+,41,25
UGC 5554,Galaxy,Leo,12.2,10,17.6,+,21,41
MCG 1-26-32,Galaxy,Leo,15,10,17.6,+,6,57
UGC 5556,Galaxy,Leo,13.1,10,17.8,+,21,52
UGC 5569,Galaxy,UMa,15,10,19.7,+,57,25
NGC 3190,Galaxy,Leo,12,10,18.2,+,21,50
UGC 5559,Galaxy,Leo,11,10,18.1,+,21,50
NGC 3192,Galaxy,UMa,14,10,19.1,+,46,28
UGC 5562,Galaxy,Leo,10.9,10,18.4,+,21,54
ZWG 153. 35,Galaxy,Leo,15,10,18.8,+,27,40
UGC 5500,Galaxy,Dra,14,10,14.4,+,77,49
UGC 5572,Galaxy,UMa,10.4,10,19.9,+,45,33
ESO 567-45,Galaxy,Hya,12,10,18.6,-,17,59
Dunlop 445,Globular Cluster,Vel,6.8,10,17.6,-,46,25
UGC 5581,Galaxy,UMa,14,10,20.5,+,43,1
ESO 500-24,Galaxy,Hya,13,10,19.6,-,26,42
UGC 5580,Galaxy,Leo,15,10,20.2,+,27,49
UGC 5585,Galaxy,UMa,14,10,20.8,+,42,57
UGC 5589,Galaxy,UMa,12,10,21.8,+,56,56
UGC 5587,Galaxy,UMa,14,10,21,+,42,58
ESO 500-25,Galaxy,Hya,14,10,19.7,-,25,51
UGC 5584,Galaxy,Leo,14,10,20.6,+,25,29
PK 286-4.1,Planetary Nebula,Car,12,10,17.8,-,62,40
UGC 5643,Galaxy,Dra,14,10,28.1,+,79,47
UGC 5590,Galaxy,Leo,14,10,21.3,+,19,39
MCG 10-15-71,Galaxy,UMa,15,10,23.1,+,57,2
UGC 5659,Galaxy,Dra,14,10,29,+,79,46
UGC 5593,Galaxy,Leo,15,10,21.7,+,23,54
MCG 7-21-51,Galaxy,LMi,15,10,22.7,+,38,34
IC 604,Galaxy,UMa,14,10,23.7,+,57,2
UGC 5601,Galaxy,Leo,14,10,22.3,+,21,34
UGC 5610,Galaxy,Leo,12.8,10,22.6,+,19,53
IC 2571,Galaxy,Ant,12,10,21.6,-,34,16
UGC 5631,Galaxy,UMa,13,10,25.1,+,58,9
UGC 5617,Galaxy,Leo,11.4,10,23.4,+,19,54
UGC 5620,Galaxy,Leo,10.8,10,23.5,+,19,52
OCL 800,Open Cluster,Vel,6,10,21.8,-,51,43
UGC 5624,Galaxy,Leo,14,10,23.7,+,12,33
MCG 5-25-4,Galaxy,LMi,15,10,24.3,+,28,1
ESO 568-1,Galaxy,Hya,14,10,22,-,22,16
NGC 3234,Galaxy,LMi,14,10,24.9,+,28,1
MCG 10-15-81,Galaxy,UMa,15,10,26.8,+,61,16
UGC 5640,Galaxy,UMa,14,10,25.8,+,39,39
UGC 5649,Galaxy,UMa,14,10,26.7,+,57,14
UGC 5637,Galaxy,Leo,12,10,25.1,+,17,10
ESO 568-3,Galaxy,Hya,14,10,24.5,-,21,47
ESO 436-16,Galaxy,Ant,12.7,10,24.3,-,32,29
PK 261+32.1,Planetary Nebula,Hya,9,10,24.8,-,18,38
UGC 5652,Galaxy,Sex,14,10,26.4,-,2,38
UGC 5663,Galaxy,LMi,10.8,10,27.3,+,28,30
UGC 5661,Galaxy,Sex,13,10,26.7,+,3,52
OCL 809,Cluster Nebulosity,Car,7.6,10,25.9,-,57,56
UGC 5669,Galaxy,Leo,14,10,27.8,+,22,50
ESO 317-26,Galaxy,Ant,11,10,26.5,-,39,57
IC 2579,Galaxy,Leo,14,10,29.3,+,26,5
UGC 5732,Galaxy,Dra,14,10,34.4,+,73,46
UGC 5674,Galaxy,Leo,14,10,28.5,+,12,42
UGC 5685,Galaxy,LMi,11.5,10,29.3,+,29,30
OCL 817,Open Cluster,Car,11,10,26.5,-,60,40
ESO 263-38,Galaxy,Vel,11.3,10,27.8,-,43,54
ESO 375-37,Galaxy,Ant,11.7,10,28.9,-,35,36
UGC 5717,Galaxy,UMa,13,10,32.6,+,65,3
ESO 263-40,Galaxy,Vel,12,10,29,-,44,39
UGC 5719,Galaxy,UMa,13,10,32.4,+,56,5
UGC 5705,Galaxy,LMi,14,10,31.1,+,28,48
UGC 5725,Galaxy,UMa,14,10,33.3,+,64,45
ESO 375-42,Galaxy,Ant,13,10,29.8,-,35,19
ESO 375-45,Galaxy,Ant,11.8,10,30,-,35,20
ESO 375-44,Galaxy,Ant,13,10,30,-,35,13
UGC 5711,Galaxy,Leo,14,10,31.5,+,24,51
IC 2585,Galaxy,Ant,11.7,10,30.5,-,35,22
ESO 375-49,Galaxy,Ant,13,10,30.5,-,35,37
UGC 5721,Galaxy,Leo,12.8,10,32.3,+,27,40
ESO 375-50,Galaxy,Ant,12,10,30.9,-,36,44
UGC 5731,Galaxy,LMi,11.7,10,32.9,+,28,31
IC 622,Galaxy,Leo,14,10,34.6,+,11,12
ESO 375-55,Galaxy,Ant,11.7,10,31.9,-,34,51
ESO 568-16,Galaxy,Hya,14,10,32.3,-,22,18
ESO 501-15,Galaxy,Hya,13,10,33.6,-,27,27
NGC 3284,Galaxy,UMa,14,10,36.3,+,58,37
UGC 5742,Galaxy,Leo,13,10,34.8,+,21,39
UGC 5752,Galaxy,UMa,15,10,36.4,+,58,33
MCG 3-27-20,Galaxy,Hya,14,10,35.1,-,17,16
MCG 1-27-23,Galaxy,Sex,14,10,35.6,-,6,11
OCL 816,Cluster Nebulosity,Car,4.7,10,35.8,-,58,14
UGC 5753,Galaxy,LMi,11.7,10,36.3,+,37,20
MCG 8-19-43,Galaxy,UMa,15,10,37.2,+,50,6
UGC 5761,Galaxy,Leo,13,10,36.4,+,12,42
UGC 5766,Galaxy,Leo,13,10,36.6,+,14,10
NGC 3760,Galaxy,Leo,11.4,10,36.9,+,21,53
ESO 437-7,Galaxy,Ant,14,10,35.8,-,32,22
UGC 5773,Galaxy,Leo,15,10,37.1,+,18,8
UGC 5777,Galaxy,LMi,14,10,37.6,+,37,27
ESO 501-30,Galaxy,Hya,14,10,36.3,-,27,10
UGC 5774,Galaxy,Leo,14,10,37.2,+,12,39
ESO 501-34,Galaxy,Hya,12.2,10,36.4,-,27,26
ESO 501-36,Galaxy,Hya,11.9,10,36.6,-,27,31
UGC 5786,Galaxy,UMa,10.9,10,38.7,+,53,30
ESO 501-38,Galaxy,Hya,11.6,10,36.7,-,27,32
IC 629,Galaxy,Hya,12,10,37,-,27,34
ESO 501-50,Galaxy,Hya,13,10,37.5,-,25,19
ESO 501-46,Galaxy,Hya,14,10,37.2,-,27,41
ESO 501-54,Galaxy,Hya,15,10,37.6,-,27,36
ESO 501-**55,Galaxy,Hya,14,10,37.4,-,27,29
ESO 317-52,Galaxy,Vel,12,10,37.3,-,41,38
UGC 5789,Galaxy,UMa,11.3,10,39.2,+,41,41
UGC 5794,Galaxy,UMa,13,10,39.6,+,47,24
UGC 5800,Galaxy,LMi,14,10,39.7,+,25,19
IC 2599,Cluster Nebulosity,Car,6.7,10,37.3,-,58,38
UGC 5795,Galaxy,Sex,14,10,39.3,-,0,13
UGC 5799,Galaxy,Sex,14,10,39.5,+,5,6
UGC 5803,Galaxy,LMi,14,10,40,+,24,5
NGC 3397,Galaxy,Dra,13,10,44.7,+,76,49
OCL 806,Open Cluster,Vel,7.4,10,38.6,-,54,9
ESO 501-72,Galaxy,Hya,14,10,39,-,23,49
NGC 3342,Galaxy,Leo,13,10,40.4,+,9,11
UGC 5817,Galaxy,LMi,14,10,41.4,+,37,18
ESO 501-71,Galaxy,Hya,14,10,39.6,-,23,56
ESO 437-36,Galaxy,Hya,13,10,40.3,-,27,46
ZWG 37.119,Galaxy,Sex,15,10,41.8,+,4,59
UGC 5826,Galaxy,Leo,10.8,10,42.1,+,13,45
NGC 3339,Galaxy,Sex,13,10,42.3,-,0,23
UGC 5831,Galaxy,Sex,15,10,42.6,+,5,2
UGC 5863,Galaxy,Dra,15,10,46.1,+,73,21
UGC 5840,Galaxy,LMi,10,10,43.5,+,24,55
UGC 5842,Galaxy,Leo,12,10,43.7,+,14,52
ESO 376-13,Galaxy,Ant,13,10,42.8,-,36,22
UGC 5875,Galaxy,UMa,11.2,10,47.2,+,72,50
MCG 1-28-2,Galaxy,Leo,15,10,43.8,+,6,45
ZWG 155. 2,Galaxy,LMi,15,10,44.4,+,30,43
M 95,Galaxy,Leo,9.7,10,44,+,11,42
UGC 5851,Galaxy,Leo,14,10,44.3,+,22,22
UGC 5860,Galaxy,UMa,12.7,10,45.4,+,55,58
ESO 376-14,Galaxy,Ant,14,10,43.1,-,36,22
UGC 5852,Galaxy,Leo,13,10,44.2,+,6,45
UGC 5206,Galaxy,Leo,15,10,44.4,+,14,5
ESO 376-17,Galaxy,Ant,13,10,43.6,-,36,23
UGC 5873,Galaxy,UMa,10.5,10,46.6,+,63,13
UGC 5857,Galaxy,Leo,13,10,44.8,+,6,36
UGC 5866,Galaxy,Leo,14,10,45.3,+,22,4
UGC 5890,Galaxy,UMa,14,10,48.5,+,72,25
UGC 5878,Galaxy,Sex,13,10,46.3,+,1,49
UGC 5880,Galaxy,Leo,11.5,10,46.6,+,13,45
M 96,Galaxy,Leo,9.2,10,46.8,+,11,49
ESO 501-95,Galaxy,Hya,15,10,46.7,-,25,15
UGC 5887,Galaxy,Leo,12,10,47.1,+,17,16
UGC 5901,Galaxy,UMa,14,10,47.9,+,43,10
MCG 2-28-8,Galaxy,Sex,13,10,47,-,9,57
UGC 5891,Galaxy,Sex,14,10,47.4,+,6,3
UGC 5899,Galaxy,Leo,10.2,10,47.7,+,13,59
M 105,Galaxy,Leo,9.3,10,47.8,+,12,35
UGC 5906,Galaxy,LMi,14,10,48.2,+,28,36
UGC 5909,Galaxy,LMi,13,10,48.4,+,34,42
ESO 501-97,Galaxy,Hya,13,10,47.3,-,24,27
NGC 3371,Galaxy,Leo,10,10,48.3,+,12,38
UGC 5908,Galaxy,Sex,13,10,48.2,+,4,55
MCG 1-28-10,Galaxy,Sex,15,10,48.2,+,5,0
NGC 3373,Galaxy,Leo,11.8,10,48.5,+,12,32
ESO 437-62,Galaxy,Hya,12.2,10,48.1,-,31,32
UGC 5920,Galaxy,Leo,13,10,48.9,+,14,13
MCG 11-13-42,Galaxy,UMa,15,10,51,+,65,46
ESO 501-100,Galaxy,Hya,13,10,48.3,-,25,10
UGC 5937,Galaxy,UMa,13,10,50.6,+,65,43
UGC 5931,Galaxy,LMi,12.1,10,49.8,+,32,59
UGC 5935,Galaxy,LMi,12.2,10,49.9,+,32,59
MCG 3-28-12,Galaxy,Leo,14,10,49.4,+,16,13
UGC 5949,Galaxy,LMi,14,10,50.8,+,28,28
UGC 5997,Galaxy,Dra,13,10,53.9,+,73,41
IC 2609,Galaxy,Hya,14,10,50.3,-,12,7
UGC 5933,Galaxy,Leo,14,10,49.7,+,16,14
UGC 5970,Galaxy,UMa,13,10,51.8,+,51,2
UGC 5978,Galaxy,UMa,15,10,52.3,+,61,23
UGC 5977,Galaxy,UMa,14,10,52.2,+,58,26
MCG 3-28-12,Galaxy,Hya,15,10,50.2,-,17,3
MCG 9-18-42,Galaxy,UMa,15,10,51.9,+,51,1
NGC 3402,Galaxy,Hya,13,10,50.3,-,12,51
UGC 5952,Galaxy,Leo,10.6,10,50.9,+,13,25
UGC 5960,Galaxy,LMi,13,10,51.3,+,32,46
UGC 5959,Galaxy,LMi,10.8,10,51.3,+,27,59
UGC 5969,Galaxy,UMa,13,10,51.7,+,43,43
MCG 7-22-73,Galaxy,UMa,15,10,51.7,+,43,46
ZWG 66. 39,Galaxy,Leo,15,10,51,+,8,29
UGC 5963,Galaxy,LMi,14,10,51.3,+,28,7
UGC 5964,Galaxy,Leo,13,10,51.3,+,13,57
MCG 3-28-11,Galaxy,Hya,14,10,50.1,-,17,15
IC 652,Galaxy,Hya,14,10,50.8,-,12,27
MCG 2-28-15,Galaxy,Hya,15,10,51.1,-,12,24
UGC 5962,Galaxy,Sex,11.2,10,51.2,+,5,50
UGC 5972,Galaxy,LMi,13,10,51.8,+,32,54
NGC 3388,Galaxy,Leo,14,10,51.4,+,8,34
UGC 5975,Galaxy,Leo,14,10,51.6,+,18,28
UGC 5966,Galaxy,Leo,14,10,51.4,+,8,18
NGC 3429,Galaxy,Leo,14,10,51.4,+,9,17
UGC 5982,Galaxy,LMi,11.5,10,52.2,+,32,57
MCG 3-28-14,Galaxy,Crt,14,10,51.2,-,17,1
UGC 5986,Galaxy,LMi,11.3,10,52.5,+,36,37
UGC 5981,Galaxy,Leo,12,10,52.1,+,10,9
UGC 5980,Galaxy,Leo,13,10,52,+,3,48
UGC 6025,Galaxy,UMa,14,10,54.8,+,61,18
UGC 5995,Galaxy,Leo,13,10,52.6,+,22,56
UGC 5988,Galaxy,Leo,14,10,52.4,+,10,34
ZWG 66. 50,Galaxy,Leo,15,10,52.4,+,8,34
UGC 6009,Galaxy,UMa,14,10,53.9,+,57,7
UGC 5993,Galaxy,Leo,14,10,52.5,+,7,14
UGC 6001,Galaxy,LMi,13,10,53.1,+,33,55
UGC 6000,Galaxy,Leo,14,10,53,+,17,34
UGC 6021,Galaxy,UMa,12.4,10,54.6,+,56,59
UGC 6006,Galaxy,Leo,13,10,53.4,+,16,46
UGC 6024,Galaxy,UMa,11.7,10,54.7,+,54,19
ESO 376-25,Galaxy,Ant,13,10,52.9,-,32,56
ESO 569-6,Galaxy,Hya,14,10,48.1,-,20,51
UGC 6023,Galaxy,LMi,13,10,54.4,+,27,14
MCG 2-28-19,Galaxy,Crt,15,10,54.1,-,11,24
UGC 6026,Galaxy,Leo,14,10,54.5,+,17,21
UGC 6028,Galaxy,Leo,13,10,54.5,+,17,17
MCG 3-28-18,Galaxy,Crt,13,10,54.1,-,16,2
NGC 3460,Galaxy,Leo,13,10,54.7,+,17,37
UGC 6037,Galaxy,UMa,13,10,56,+,57,7
MCG 3-28-22,Galaxy,Crt,14,10,54.7,-,17,4
UGC 6034,Galaxy,Leo,13,10,55.3,+,7,42
ESO 502-2,Galaxy,Hya,14,10,55.1,-,26,7
ESO 569-22,Galaxy,Hya,13,10,54.7,-,21,4
UGC 6056,Galaxy,Dra,14,10,59.3,+,75,12
UGC 6042,Galaxy,Leo,15,10,56.3,+,9,45
UGC 6045,Galaxy,Leo,14,10,56.7,+,9,46
UGC 6048,Galaxy,UMa,14,10,57.4,+,40,57
MCG 2-28-24,Galaxy,Crt,14,10,56.9,-,14,18
UGC 6060,Galaxy,UMa,14,10,58.7,+,59,31
UGC 6064,Galaxy,UMa,13,10,59.1,+,61,32
UGC 6052,Galaxy,Leo,15,10,58,+,17,7
MCG 3-28-42,Galaxy,Leo,15,10,58.1,+,17,5
UGC 6058,Galaxy,Leo,14,10,58.3,+,24,14
NGC 3480,Galaxy,Leo,15,10,58.1,+,9,17
ZWG 66. 74,Galaxy,Leo,15,10,58.2,+,9,13
UGC 6069,Galaxy,UMa,13,10,59.5,+,46,7
NGC 3502,Galaxy,Crt,13,10,58.9,-,14,58
MCG 1-28-16,Galaxy,Crt,14,10,59.5,-,7,31
ESO 438-1,Galaxy,Hya,13,10,59,-,28,28
UGC 6077,Galaxy,Leo,13,11,0,+,14,50
UGC 6079,Galaxy,LMi,10.3,11,0.4,+,28,58
UGC 6092,Galaxy,Leo,14,11,0.7,+,17,35
UGC 6096,Galaxy,UMa,14,11,1.4,+,57,41
UGC 6082,Galaxy,Leo,10.3,11,0.3,+,13,54
MCG 2-28-36,Galaxy,Leo,15,10,59.9,+,9,22
UGC 6088,Galaxy,Leo,14,11,0.6,+,12,10
UGC 6094,Galaxy,Leo,14,11,0.9,+,10,30
UGC 6099,Galaxy,LMi,15,11,1.5,+,27,44
UGC 6098,Galaxy,Leo,13,11,1.3,+,3,38
OCL 836,Open Cluster,Car,8.2,10,59.8,-,60,20
UGC 6115,Galaxy,UMa,14,11,3.2,+,56,13
NGC 3465,Galaxy,Dra,15,11,1.7,+,75,13
UGC 6116,Galaxy,Leo,13,11,2.9,+,17,59
NGC 3479,Galaxy,Crt,14,11,2.1,-,14,8
UGC 6118,Galaxy,LMi,11.1,11,3.2,+,27,58
UGC 6120,Galaxy,Leo,13,11,3.2,+,11,5
UGC 6123,Galaxy,Leo,11,11,3.5,+,18,8
NGC 3505,Galaxy,Crt,14,11,2.9,-,16,18
UGC 6134,Galaxy,Leo,14,11,4.4,+,4,50
UGC 6126,Galaxy,LMi,12.9,11,3.7,+,28,53
ESO 502-13,Galaxy,Crt,12,11,3.4,-,23,5
UGC 6128,Galaxy,LMi,12.4,11,4,+,28,2
